class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Run,0.5123909711837769,0.18632370233535767,-0.3409070074558258,0.9994825124740601,0.5214625597000122,0.1700858771800995,-0.31762805581092834,0.9986245036125183,0.5269278287887573,0.1708933562040329,-0.3179463744163513,0.9982775449752808,0.5312286019325256,0.17247924208641052,-0.31784194707870483,0.9987311959266663,0.5069705247879028,0.16919437050819397,-0.3110596835613251,0.9993833899497986,0.5023480653762817,0.16910575330257416,-0.31148776412010193,0.9994889497756958,0.49856966733932495,0.16905738413333893,-0.31174054741859436,0.9996727108955383,0.5380343198776245,0.1838013380765915,-0.18044975399971008,0.9982994794845581,0.49336886405944824,0.17530275881290436,-0.15046857297420502,0.9990639686584473,0.5206475853919983,0.20711848139762878,-0.2876724898815155,0.9996423125267029,0.5048636794090271,0.20427028834819794,-0.28170716762542725,0.999790370464325,0.5701059103012085,0.29813820123672485,-0.10601290315389633,0.9999674558639526,0.4475298523902893,0.2755308151245117,-0.03228265792131424,0.9999664425849915,0.5741139054298401,0.41525760293006897,-0.2570643723011017,0.9460193514823914,0.4144383370876312,0.3727026581764221,-0.020541125908493996,0.9427213072776794,0.5513316988945007,0.39689216017723083,-0.5663124918937683,0.9452271461486816,0.4200798571109772,0.45078912377357483,-0.22181355953216553,0.9623189568519592,0.541483998298645,0.3838781416416168,-0.6366598010063171,0.9420251846313477,0.4265676438808441,0.4752979874610901,-0.2763815224170685,0.956842303276062,0.5436055660247803,0.36432600021362305,-0.6483769416809082,0.9459061026573181,0.43439728021621704,0.46646445989608765,-0.31129419803619385,0.9587578773498535,0.5444917678833008,0.3714246451854706,-0.5761460661888123,0.9247338175773621,0.4352324604988098,0.46007871627807617,-0.24162204563617706,0.9509373307228088,0.5357612371444702,0.5142335891723633,0.01243136078119278,0.9999376535415649,0.4672432839870453,0.4991004765033722,-0.01234043575823307,0.9999184608459473,0.5279988050460815,0.7038312554359436,-0.05020233243703842,0.9468717575073242,0.47323697805404663,0.503079891204834,-0.4680261015892029,0.9499015808105469,0.5151795148849487,0.8748494386672974,0.14930464327335358,0.852464497089386,0.46722277998924255,0.6784071326255798,-0.23131510615348816,0.8361101746559143,0.5101512670516968,0.8934528827667236,0.15918996930122375,0.6814488768577576,0.4707737863063812,0.6923477649688721,-0.21105429530143738,0.5911280512809753,0.5195245742797852,0.934052050113678,-0.021084295585751534,0.8772262930870056,0.4662460684776306,0.7615474462509155,-0.3640102446079254,0.8572388887405396
Run,0.5100420713424683,0.1640181690454483,-0.29668399691581726,0.9995275735855103,0.5181539058685303,0.15145498514175415,-0.2731718122959137,0.9987480640411377,0.5237466096878052,0.1525113582611084,-0.2734765112400055,0.9984341859817505,0.5288218259811401,0.15367761254310608,-0.27336862683296204,0.998846173286438,0.5058027505874634,0.1493189036846161,-0.2666100859642029,0.9994364976882935,0.5014366507530212,0.14892959594726562,-0.26694828271865845,0.9995317459106445,0.4975651800632477,0.14872246980667114,-0.2670797109603882,0.9996992945671082,0.5349208116531372,0.1660631000995636,-0.1435641348361969,0.9984573721885681,0.49210992455482483,0.15804791450500488,-0.11449706554412842,0.9991403818130493,0.5182566046714783,0.18558935821056366,-0.24647240340709686,0.9996729493141174,0.5024992227554321,0.1809312254190445,-0.24093899130821228,0.9998067617416382,0.5681763291358948,0.27006831765174866,-0.1082078367471695,0.9999683499336243,0.4480989873409271,0.2604568898677826,0.0070913685485720634,0.9999670386314392,0.5737397074699402,0.3971666991710663,-0.28403759002685547,0.9507026076316833,0.4168616235256195,0.35648244619369507,0.04619599133729935,0.9409047365188599,0.525972843170166,0.2917894124984741,-0.5502535700798035,0.9504647254943848,0.41640740633010864,0.43792402744293213,-0.07823965698480606,0.9653111696243286,0.5108622908592224,0.26165544986724854,-0.6170622110366821,0.9473184943199158,0.4259563386440277,0.46282854676246643,-0.11442772299051285,0.9598913192749023,0.5174675583839417,0.24722862243652344,-0.6133365035057068,0.9507693648338318,0.4324084222316742,0.4546422064304352,-0.14366906881332397,0.9617259502410889,0.5197819471359253,0.25751835107803345,-0.552898645401001,0.9310383796691895,0.43250226974487305,0.44653767347335815,-0.09429789334535599,0.9542234539985657,0.5360924601554871,0.5079689621925354,-0.017113542184233665,0.9999316930770874,0.4666252136230469,0.49325287342071533,0.017014268785715103,0.9999136328697205,0.5291895866394043,0.689073383808136,-0.04347734525799751,0.9420412182807922,0.463218629360199,0.5626996159553528,-0.15499094128608704,0.9348858594894409,0.5153775215148926,0.8613547682762146,0.17861095070838928,0.8579573035240173,0.4699164032936096,0.7233009338378906,0.2310485541820526,0.8086615800857544,0.5102949738502502,0.8748734593391418,0.1926955282688141,0.6695713400840759,0.4765271544456482,0.7348625659942627,0.2652462124824524,0.5606569051742554,0.514466404914856,0.9306131601333618,0.02822151780128479,0.8810964822769165,0.4622136652469635,0.7969830632209778,0.15219517052173615,0.8356470465660095
Run,0.499448299407959,0.1565609723329544,-0.4228578209877014,0.9995628595352173,0.5082284808158875,0.1439947634935379,-0.40147215127944946,0.9988414645195007,0.514153778553009,0.14481306076049805,-0.4018125534057617,0.998550295829773,0.5189846754074097,0.1455690711736679,-0.4018210768699646,0.9989312291145325,0.49453502893447876,0.142306387424469,-0.39750251173973083,0.9994796514511108,0.49088841676712036,0.14213404059410095,-0.39785459637641907,0.9995677471160889,0.4858909249305725,0.14191846549510956,-0.39803826808929443,0.9997230768203735,0.5272022485733032,0.15556496381759644,-0.26534414291381836,0.9985780715942383,0.482475221157074,0.15094424784183502,-0.2441713809967041,0.9992037415504456,0.5088174343109131,0.17654083669185638,-0.3686671853065491,0.999699592590332,0.4926721155643463,0.17421205341815948,-0.36522504687309265,0.9998227953910828,0.5653930306434631,0.26354432106018066,-0.1887223869562149,0.9999688863754272,0.4411390423774719,0.2600878179073334,-0.14255763590335846,0.9999698400497437,0.574691653251648,0.38325798511505127,-0.30618250370025635,0.9272993803024292,0.4177777171134949,0.3670760989189148,-0.1243567019701004,0.9436252117156982,0.5281189680099487,0.36217060685157776,-0.6023380160331726,0.9097228646278381,0.4164518415927887,0.4529683291912079,-0.2640649378299713,0.9672573208808899,0.5178773999214172,0.3865557909011841,-0.6759016513824463,0.9099310040473938,0.4226449131965637,0.4867110252380371,-0.3151189684867859,0.9613474011421204,0.52839595079422,0.3831873834133148,-0.6960937976837158,0.9152640104293823,0.4296809732913971,0.4801187813282013,-0.347079873085022,0.9632697701454163,0.5298543572425842,0.37585437297821045,-0.6168099045753479,0.8881956934928894,0.4313788414001465,0.4691707491874695,-0.28137290477752686,0.9550273418426514,0.5371065139770508,0.5013598799705505,-0.015109241008758545,0.9999368190765381,0.467945396900177,0.49334990978240967,0.015063893981277943,0.9999219179153442,0.5331801176071167,0.6464424133300781,-0.16051039099693298,0.9221656322479248,0.4663744866847992,0.6750317811965942,-0.02862081304192543,0.9308792948722839,0.5224120020866394,0.6914679408073425,0.27768978476524353,0.7816020846366882,0.4712868332862854,0.8556725978851318,0.1395232379436493,0.8214234709739685,0.5195354223251343,0.6852228045463562,0.323119193315506,0.608988881111145,0.47882968187332153,0.8688501715660095,0.14632096886634827,0.5549235343933105,0.5176282525062561,0.7476757764816284,0.24646520614624023,0.809394359588623,0.4709526002407074,0.9250161647796631,-0.023570436984300613,0.840265691280365
Run,0.4970398545265198,0.15541066229343414,-0.40690404176712036,0.9995909929275513,0.5050680041313171,0.14110644161701202,-0.3856494128704071,0.9989127516746521,0.5111613273620605,0.14167314767837524,-0.38597574830055237,0.9986384510993958,0.5161157250404358,0.14226892590522766,-0.38597187399864197,0.9989937543869019,0.4906173348426819,0.14013519883155823,-0.38308846950531006,0.9995142817497253,0.48701661825180054,0.14018958806991577,-0.38345426321029663,0.9995978474617004,0.4833785593509674,0.14034660160541534,-0.38363391160964966,0.9997431635856628,0.5247562527656555,0.15236514806747437,-0.2500898540019989,0.9986729025840759,0.4794543385505676,0.14966914057731628,-0.23546281456947327,0.9992572665214539,0.5068799257278442,0.17486466467380524,-0.3522334694862366,0.999720573425293,0.4901549220085144,0.17300274968147278,-0.3506578505039215,0.9998360276222229,0.5633276104927063,0.2587250769138336,-0.16714884340763092,0.9999682307243347,0.4381431043148041,0.26014548540115356,-0.13978558778762817,0.9999723434448242,0.5749796628952026,0.3693019151687622,-0.25373411178588867,0.9014478325843811,0.4184872508049011,0.3722032606601715,-0.13249309360980988,0.9471933245658875,0.5297743082046509,0.3973901569843292,-0.5407229661941528,0.8640621900558472,0.4167746603488922,0.4573691785335541,-0.276439368724823,0.9695209860801697,0.5217618346214294,0.4303617477416992,-0.6281492710113525,0.8666232824325562,0.4215833246707916,0.4926667809486389,-0.32618582248687744,0.9634429216384888,0.5350050926208496,0.4177553057670593,-0.6357690095901489,0.8735286593437195,0.4288686215877533,0.4866943657398224,-0.35517674684524536,0.9653403162956238,0.5355838537216187,0.42093077301979065,-0.5524553656578064,0.8418883681297302,0.4309816360473633,0.47503483295440674,-0.29219484329223633,0.9568429589271545,0.5377777218818665,0.49844038486480713,-0.012966176494956017,0.9999414682388306,0.46881476044654846,0.4935101568698883,0.012747148051857948,0.9999293088912964,0.5372709035873413,0.6334580779075623,-0.23317965865135193,0.917333722114563,0.4683024287223816,0.694807767868042,-0.01654449664056301,0.9291719794273376,0.5247318148612976,0.6936599612236023,0.19513501226902008,0.7273333668708801,0.47274619340896606,0.8668725490570068,0.12835748493671417,0.8348170518875122,0.520734965801239,0.6891363859176636,0.23435933887958527,0.5611183047294617,0.4794772267341614,0.8802230954170227,0.1352194845676422,0.5547341704368591,0.5078774094581604,0.7785805463790894,0.140747532248497,0.76356041431427,0.4754178524017334,0.9362435936927795,-0.038446877151727676,0.8477045297622681
Run,0.496466726064682,0.19093112647533417,-0.3597213625907898,0.9996051788330078,0.5057014226913452,0.176522895693779,-0.3333084285259247,0.9989583492279053,0.5116029977798462,0.17741404473781586,-0.33370524644851685,0.9987185001373291,0.516961932182312,0.17871178686618805,-0.33380159735679626,0.9990444779396057,0.4909486174583435,0.17601068317890167,-0.3372539281845093,0.9995223879814148,0.48663997650146484,0.17648018896579742,-0.33754101395606995,0.9996110200881958,0.4830373227596283,0.17665575444698334,-0.33772701025009155,0.999743640422821,0.5230666399002075,0.18697769939899445,-0.19036172330379486,0.9987732172012329,0.47938433289527893,0.18345649540424347,-0.2152210772037506,0.9992514252662659,0.5065708160400391,0.21084986627101898,-0.3040802776813507,0.9997342824935913,0.48970645666122437,0.20830926299095154,-0.31142717599868774,0.9998396635055542,0.5616782307624817,0.29227694869041443,-0.10663026571273804,0.9999679327011108,0.4342595040798187,0.29798224568367004,-0.13718298077583313,0.9999706149101257,0.5751493573188782,0.3760521709918976,-0.16433236002922058,0.8984985947608948,0.42353782057762146,0.409492552280426,-0.3010650873184204,0.9406411647796631,0.5709546208381653,0.4333561658859253,-0.4205382466316223,0.8625679016113281,0.4421411156654358,0.4536077678203583,-0.5884931087493896,0.9604122042655945,0.5719157457351685,0.4543684124946594,-0.4815998673439026,0.8644753098487854,0.4469013810157776,0.4555214047431946,-0.664446234703064,0.9550867080688477,0.5731824636459351,0.44693562388420105,-0.5173631906509399,0.8725605607032776,0.4445626139640808,0.44048213958740234,-0.6736193299293518,0.9575368165969849,0.5701624751091003,0.44230252504348755,-0.4410647749900818,0.8413833379745483,0.44425493478775024,0.4387608468532562,-0.6010633111000061,0.9427188634872437,0.5368967652320862,0.5137212872505188,0.008488806895911694,0.9999459981918335,0.46650591492652893,0.5229672789573669,-0.008779412135481834,0.9999353885650635,0.5372933745384216,0.5919592380523682,-0.3794085681438446,0.9242100119590759,0.4687422811985016,0.7119864225387573,-0.03890607878565788,0.9314685463905334,0.5431384444236755,0.6893292665481567,0.06961052119731903,0.6991830468177795,0.4854913651943207,0.8774688839912415,0.1205809935927391,0.8485465049743652,0.540774405002594,0.6909874677658081,0.1137484461069107,0.5308493375778198,0.4919862747192383,0.8961012959480286,0.128580704331398,0.5622155070304871,0.54682856798172,0.7564646005630493,0.07697334885597229,0.7424576282501221,0.4755972921848297,0.9386088848114014,-0.035753313452005386,0.8562491536140442
Run,0.4975036084651947,0.15312796831130981,-0.3374093174934387,0.9996390342712402,0.5065091848373413,0.14068451523780823,-0.3112336993217468,0.9990518689155579,0.5119568705558777,0.14249566197395325,-0.3116105794906616,0.998835027217865,0.5184243321418762,0.14497621357440948,-0.3115765452384949,0.9991317391395569,0.49187415838241577,0.14052388072013855,-0.314294695854187,0.99956214427948,0.48681363463401794,0.1416098028421402,-0.3146607577800751,0.9996432662010193,0.48331135511398315,0.1423054039478302,-0.3148801922798157,0.9997633695602417,0.5249716639518738,0.15338891744613647,-0.15492123365402222,0.9988895654678345,0.48011642694473267,0.14736919105052948,-0.17259837687015533,0.999305784702301,0.5072318315505981,0.1738160252571106,-0.2755596935749054,0.9997577667236328,0.49067097902297974,0.17056159675121307,-0.2822970449924469,0.9998519420623779,0.5625497698783875,0.2558395564556122,-0.0444604828953743,0.9999704360961914,0.43650394678115845,0.25011757016181946,-0.08075536787509918,0.9999691247940063,0.5795246362686157,0.34535565972328186,-0.008229992352426052,0.907425582408905,0.4230467677116394,0.3821105360984802,-0.1898074597120285,0.9421294331550598,0.5745877027511597,0.4249114394187927,-0.18671415746212006,0.8759235739707947,0.4521215856075287,0.36860936880111694,-0.4965784549713135,0.9635605216026306,0.5699223875999451,0.4481024444103241,-0.23361997306346893,0.8774516582489014,0.465339332818985,0.35996565222740173,-0.5761843323707581,0.9586455225944519,0.5671947598457336,0.4379432797431946,-0.268655925989151,0.8847930431365967,0.4643535017967224,0.33924299478530884,-0.5883910059928894,0.9609252214431763,0.5655845403671265,0.43084916472435,-0.20241649448871613,0.8563458919525146,0.4612967073917389,0.3412608504295349,-0.509889543056488,0.9467222690582275,0.53498774766922,0.478487104177475,0.008509518578648567,0.999947726726532,0.4657508432865143,0.47969990968704224,-0.008756212890148163,0.9999352693557739,0.536156177520752,0.6284641027450562,-0.07486701756715775,0.9280470013618469,0.468801349401474,0.656749427318573,-0.11323115974664688,0.9330481290817261,0.5395177602767944,0.823685348033905,0.13054125010967255,0.7266303896903992,0.48559585213661194,0.875368058681488,0.1173933744430542,0.8590824007987976,0.540590763092041,0.8373096585273743,0.13787385821342468,0.5504888296127319,0.4922184944152832,0.8839446902275085,0.13351264595985413,0.5736435651779175,0.5305391550064087,0.8960601091384888,-0.022830095142126083,0.7655882239341736,0.47582197189331055,0.9257293343544006,-0.03725556284189224,0.8659037947654724
Run,0.4996442198753357,0.1476346105337143,-0.328218936920166,0.9996663928031921,0.5100308656692505,0.13525238633155823,-0.3022903501987457,0.9991327524185181,0.5168237090110779,0.1366691142320633,-0.3026631474494934,0.9989356994628906,0.5229857563972473,0.13841326534748077,-0.3025776743888855,0.9992079734802246,0.4956809878349304,0.13431639969348907,-0.2994166612625122,0.9995952248573303,0.49109721183776855,0.13447298109531403,-0.2997831404209137,0.9996688365936279,0.4878162741661072,0.1344297230243683,-0.29999834299087524,0.9997787475585938,0.5313699245452881,0.14820131659507751,-0.1587764322757721,0.998990535736084,0.4847744405269623,0.1415490359067917,-0.1488828957080841,0.9993482828140259,0.509113073348999,0.16908355057239532,-0.2731386125087738,0.9997768998146057,0.4931344985961914,0.1648699790239334,-0.27253904938697815,0.9998605251312256,0.5649658441543579,0.2578932046890259,-0.07453799247741699,0.9999718070030212,0.437785804271698,0.25103825330734253,-0.053820960223674774,0.9999629259109497,0.5809354782104492,0.3598266839981079,-0.11188699305057526,0.9146566987037659,0.4301972985267639,0.3678872883319855,-0.1874447762966156,0.9397397041320801,0.5658579468727112,0.4354289770126343,-0.3423554301261902,0.8877531886100769,0.44678616523742676,0.3981609046459198,-0.4096788763999939,0.9662576913833618,0.5560922026634216,0.4556395709514618,-0.4020812511444092,0.8891047835350037,0.4555206894874573,0.4082876443862915,-0.4851589798927307,0.9617978930473328,0.5554882287979126,0.44270023703575134,-0.42921775579452515,0.895776093006134,0.4580596089363098,0.39228031039237976,-0.5106533765792847,0.9640008807182312,0.5558808445930481,0.434020072221756,-0.35635724663734436,0.8696399927139282,0.4565393924713135,0.3878026306629181,-0.4284924566745758,0.9506624341011047,0.5353555083274841,0.4789927303791046,0.0038705947808921337,0.9999454021453857,0.4661336839199066,0.48318397998809814,-0.003948780242353678,0.9999239444732666,0.5335689783096313,0.6785042881965637,-0.029881393536925316,0.9302025437355042,0.4642097055912018,0.63222736120224,-0.27949318289756775,0.9323362112045288,0.5310426950454712,0.8614766001701355,0.18347296118736267,0.751716136932373,0.47771936655044556,0.6916164755821228,0.17507922649383545,0.8238473534584045,0.5317325592041016,0.8767160177230835,0.19397148489952087,0.5663536787033081,0.48436498641967773,0.6841928958892822,0.22298495471477509,0.5430177450180054,0.5231189727783203,0.9295910596847534,0.010171858593821526,0.7858631014823914,0.4766067564487457,0.7448825240135193,0.13606831431388855,0.8397588729858398
Run,0.5096151232719421,0.177061066031456,-0.4052741527557373,0.9996524453163147,0.5168384313583374,0.16241195797920227,-0.3853210508823395,0.99912428855896,0.5232920050621033,0.16314837336540222,-0.3856484591960907,0.9989285469055176,0.5285568833351135,0.16436710953712463,-0.38553738594055176,0.999199628829956,0.5035202503204346,0.16245532035827637,-0.37915825843811035,0.9995909929275513,0.49954986572265625,0.16281121969223022,-0.37956172227859497,0.9996590614318848,0.496071994304657,0.1631290465593338,-0.379768967628479,0.9997714757919312,0.5383132696151733,0.17396853864192963,-0.25705355405807495,0.9989638924598694,0.4915623664855957,0.17129714787006378,-0.2317681610584259,0.9993395805358887,0.5188766717910767,0.1964283436536789,-0.35543733835220337,0.9997519254684448,0.5027993321418762,0.19477476179599762,-0.3506181240081787,0.9998459219932556,0.568476676940918,0.2935231924057007,-0.21408791840076447,0.9999665021896362,0.44781118631362915,0.27733609080314636,-0.09006525576114655,0.9999613761901855,0.5675150156021118,0.40755507349967957,-0.41433262825012207,0.9197403788566589,0.4309631884098053,0.3830376863479614,-0.025403747335076332,0.9116038084030151,0.5285174250602722,0.332708477973938,-0.7025130987167358,0.8960525393486023,0.4212135374546051,0.46059083938598633,-0.08744336664676666,0.9628894925117493,0.5119399428367615,0.31033679842948914,-0.7697667479515076,0.8961712121963501,0.4167209565639496,0.4809320867061615,-0.11385971307754517,0.9565387964248657,0.5211502313613892,0.2948701083660126,-0.7713268995285034,0.9020860195159912,0.4166501462459564,0.4790938198566437,-0.15306566655635834,0.959367036819458,0.5255311727523804,0.30411389470100403,-0.708114743232727,0.8741356730461121,0.4217011332511902,0.4737156331539154,-0.10570142418146133,0.9450106024742126,0.5361893177032471,0.5018894672393799,-0.005930476356297731,0.9999397397041321,0.4675649106502533,0.48941394686698914,0.005929623730480671,0.9999216794967651,0.5322309732437134,0.6907323002815247,-0.052571285516023636,0.9296772480010986,0.47867050766944885,0.5090500712394714,-0.4355291724205017,0.9351893067359924,0.5197793245315552,0.8684049844741821,0.1622668355703354,0.7735830545425415,0.46894001960754395,0.6664963960647583,-0.1665380895137787,0.8262512683868408,0.5163613557815552,0.8870722055435181,0.1894398033618927,0.5888113975524902,0.47255587577819824,0.6793202757835388,-0.14202173054218292,0.550378143787384,0.521037220954895,0.9312864542007446,-0.0004961913218721747,0.8035563826560974,0.4664750099182129,0.7390029430389404,-0.26814520359039307,0.8433279991149902
Run,0.5135160684585571,0.18582329154014587,-0.4189169406890869,0.9996572732925415,0.520227313041687,0.17169621586799622,-0.39881381392478943,0.9991527795791626,0.5268378853797913,0.17237621545791626,-0.3991319537162781,0.9989643096923828,0.5315122008323669,0.1733907163143158,-0.39901575446128845,0.9992232322692871,0.50667804479599,0.17113034427165985,-0.3929024040699005,0.9996047019958496,0.5031341910362244,0.17120003700256348,-0.39330288767814636,0.9996666312217712,0.49923887848854065,0.17135991156101227,-0.393501877784729,0.9997760653495789,0.5413395762443542,0.18207378685474396,-0.268969863653183,0.9989843964576721,0.49470728635787964,0.17879189550876617,-0.2444031685590744,0.9993626475334167,0.522244930267334,0.205140620470047,-0.3682462275028229,0.9997425079345703,0.5062896609306335,0.20325268805027008,-0.3636450171470642,0.9998415112495422,0.5704982280731201,0.30111244320869446,-0.22503015398979187,0.9999618530273438,0.45175427198410034,0.2843760550022125,-0.10323579609394073,0.9999608993530273,0.5637041926383972,0.41609373688697815,-0.4325965344905853,0.9245781302452087,0.43126291036605835,0.3862919807434082,-0.01266484148800373,0.8905979990959167,0.5231209397315979,0.32176145911216736,-0.7188535928726196,0.9036946892738342,0.4145144820213318,0.4699805974960327,-0.05821850895881653,0.9609147906303406,0.5071145296096802,0.29768991470336914,-0.7858942151069641,0.9026164412498474,0.4094810485839844,0.4913268983364105,-0.08190340548753738,0.9529069066047668,0.5168502330780029,0.2819884121417999,-0.7866365313529968,0.9078181385993958,0.40977200865745544,0.4902159571647644,-0.11988206207752228,0.956139087677002,0.5211085081100464,0.2922531068325043,-0.7242951393127441,0.878281831741333,0.4151458740234375,0.4849056005477905,-0.0754191055893898,0.9410513639450073,0.5366693139076233,0.5111221075057983,-0.00821753591299057,0.9999352097511292,0.46795088052749634,0.4949077367782593,0.008220368064939976,0.9999203681945801,0.5313164591789246,0.694985032081604,-0.05210622027516365,0.9297863841056824,0.4818398356437683,0.5046316385269165,-0.44251275062561035,0.9381440877914429,0.5161565542221069,0.8695869445800781,0.15432383120059967,0.7936277389526367,0.4664834439754486,0.6648309826850891,-0.17403008043766022,0.8286311626434326,0.5115329027175903,0.8879549503326416,0.18720771372318268,0.6118363738059998,0.4692957401275635,0.6786230206489563,-0.14965519309043884,0.5581456422805786,0.5198948979377747,0.9315340518951416,-0.0027060164138674736,0.820043683052063,0.4651220440864563,0.7362238168716431,-0.2759639620780945,0.8471909761428833
Run,0.5114417672157288,0.14700673520565033,-0.40718334913253784,0.9996863603591919,0.5197356343269348,0.13208630681037903,-0.3794351816177368,0.9992271065711975,0.5260840654373169,0.1331549435853958,-0.37978851795196533,0.9990561604499817,0.5307056307792664,0.13461467623710632,-0.3797222971916199,0.9992913007736206,0.5047585964202881,0.13236874341964722,-0.38555508852005005,0.999638557434082,0.5008653402328491,0.13290876150131226,-0.3860335052013397,0.9996946454048157,0.4968016743659973,0.1328861266374588,-0.38643327355384827,0.9997944831848145,0.5406026244163513,0.14474835991859436,-0.24082258343696594,0.9990782737731934,0.49272260069847107,0.14007721841335297,-0.20698730647563934,0.9994173645973206,0.5210620164871216,0.167741060256958,-0.3577759265899658,0.9997648000717163,0.5029481649398804,0.16543976962566376,-0.34759247303009033,0.9998546242713928,0.5704761147499084,0.24231410026550293,-0.1781320869922638,0.9999638795852661,0.45129427313804626,0.2407066971063614,-0.03193080425262451,0.999963641166687,0.5671793818473816,0.36440208554267883,-0.35286274552345276,0.9312014579772949,0.43412819504737854,0.34614044427871704,0.10436840355396271,0.8849398493766785,0.5193033218383789,0.28404951095581055,-0.6290159821510315,0.9125111103057861,0.41728371381759644,0.43939632177352905,0.09115404635667801,0.9615415334701538,0.4985150694847107,0.2640727460384369,-0.697401762008667,0.9106721878051758,0.41599002480506897,0.4723339080810547,0.07304579764604568,0.9529924392700195,0.5058192610740662,0.24568645656108856,-0.6932682394981384,0.9152106642723083,0.4179728627204895,0.48100143671035767,0.03742440789937973,0.9561590552330017,0.5112208724021912,0.25247061252593994,-0.6315512657165527,0.8864201903343201,0.4218370020389557,0.46917209029197693,0.07589714229106903,0.94090336561203,0.5427118539810181,0.4905764162540436,-0.018518896773457527,0.9999388456344604,0.47310033440589905,0.48379865288734436,0.018462402746081352,0.999926745891571,0.5379948616027832,0.6925954818725586,0.016965359449386597,0.9246443510055542,0.4808809161186218,0.6163625717163086,-0.129334956407547,0.9413527846336365,0.517992377281189,0.8461697697639465,0.3481646776199341,0.7945701479911804,0.48430293798446655,0.8222684860229492,0.002736559836193919,0.8423986434936523,0.5121504068374634,0.8628341555595398,0.3744104504585266,0.5973532795906067,0.4898888170719147,0.8435128927230835,-0.047324903309345245,0.5787129402160645,0.5229095220565796,0.9112877249717712,0.23133715987205505,0.8231092095375061,0.4786595404148102,0.9018132090568542,-0.12316904217004776,0.8583840727806091
Run,0.5092142820358276,0.16524210572242737,-0.3954889178276062,0.999714195728302,0.5180726647377014,0.15079864859580994,-0.3691055178642273,0.9992964863777161,0.5243262052536011,0.15175066888332367,-0.36944663524627686,0.9991430640220642,0.52815842628479,0.153211772441864,-0.3693987727165222,0.9993565678596497,0.5027140974998474,0.15142108500003815,-0.369695782661438,0.9996695518493652,0.49906983971595764,0.1524001508951187,-0.37006282806396484,0.9997208714485168,0.4949451982975006,0.15288883447647095,-0.37029480934143066,0.9998114109039307,0.536253035068512,0.1617867797613144,-0.22844144701957703,0.9991648197174072,0.4901367127895355,0.160870760679245,-0.2079850435256958,0.9994596838951111,0.5177745819091797,0.18674293160438538,-0.3415701389312744,0.999786376953125,0.5018826127052307,0.18597252666950226,-0.3380745053291321,0.9998671412467957,0.5715343952178955,0.2780596911907196,-0.16413533687591553,0.9999664425849915,0.44931063055992126,0.28659600019454956,-0.11268875747919083,0.9999650716781616,0.5913549065589905,0.39865392446517944,-0.3222186863422394,0.9319444298744202,0.43469229340553284,0.39211562275886536,-0.153381809592247,0.8862112760543823,0.5659117698669434,0.4444350600242615,-0.5909448862075806,0.9170138239860535,0.43195098638534546,0.4785372018814087,-0.3158702552318573,0.9549230337142944,0.550197184085846,0.4566505253314972,-0.6680833101272583,0.9152125120162964,0.43448370695114136,0.5069803595542908,-0.36842435598373413,0.9455721974372864,0.545183002948761,0.44064003229141235,-0.6884298920631409,0.9197602272033691,0.43826475739479065,0.506074070930481,-0.397586464881897,0.9494945406913757,0.5488389730453491,0.4354703724384308,-0.605435311794281,0.8912962675094604,0.44216036796569824,0.49620628356933594,-0.3327333331108093,0.9307683706283569,0.5491204857826233,0.5089293122291565,-0.00993473269045353,0.9999430179595947,0.4777244031429291,0.5209386348724365,0.009565537795424461,0.9999322295188904,0.5525315999984741,0.5810822248458862,-0.42850542068481445,0.9303652048110962,0.4902937412261963,0.7123033404350281,-0.04946048930287361,0.9383726716041565,0.5499464273452759,0.6986339092254639,-0.11037866026163101,0.7890498638153076,0.5103849768638611,0.8782651424407959,0.18336695432662964,0.8532827496528625,0.5425541996955872,0.7177700400352478,-0.08382723480463028,0.5886630415916443,0.5180426239967346,0.896528422832489,0.1962578296661377,0.5861534476280212,0.5520943999290466,0.7369509935379028,-0.22998353838920593,0.8257966637611389,0.5007756352424622,0.9342151284217834,0.03100561536848545,0.8647734522819519
